SampleID,MachineID,BatchNumber,DateTime,Origin,RoastProfile,BatchesSinceMaint,MaintenanceCycle,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,TotalScore,Grade
ROASTER_04_B0077_S2,ROASTER_04,77,2024-01-13 01:00:00,Brazil,Medium,17,2,6.8,7.23,6.28,6.7,6.29,7.32,40.62,Commercial
ROASTER_04_B0077_S3,ROASTER_04,77,2024-01-13 01:00:00,Brazil,Medium,17,2,6.95,7.87,7.19,7.03,6.78,8.06,43.88,Premium
ROASTER_04_B0077_S4,ROASTER_04,77,2024-01-13 01:00:00,Brazil,Medium,17,2,6.57,7.91,7.35,7.37,6.89,7.89,43.98,Premium
ROASTER_04_B0077_S5,ROASTER_04,77,2024-01-13 01:00:00,Brazil,Medium,17,2,6.96,8.27,6.99,7.34,6.58,8.18,44.32,Premium
ROASTER_04_B0078_S1,ROASTER_04,78,2024-01-13 03:00:00,Guatemala,Dark,18,2,6.96,7.0,6.58,6.88,7.18,8.27,42.87,Premium
ROASTER_04_B0078_S2,ROASTER_04,78,2024-01-13 03:00:00,Guatemala,Dark,18,2,7.23,7.15,6.88,6.06,7.57,7.6,42.49,Premium
ROASTER_04_B0078_S3,ROASTER_04,78,2024-01-13 03:00:00,Guatemala,Dark,18,2,6.72,7.42,7.14,6.32,7.14,7.18,41.92,Commercial
ROASTER_04_B0078_S4,ROASTER_04,78,2024-01-13 03:00:00,Guatemala,Dark,18,2,7.19,6.82,6.62,6.74,7.96,7.91,43.24,Premium
ROASTER_04_B0078_S5,ROASTER_04,78,2024-01-13 03:00:00,Guatemala,Dark,18,2,7.44,6.88,7.25,6.65,7.05,7.45,42.72,Premium
ROASTER_04_B0079_S1,ROASTER_04,79,2024-01-13 06:00:00,Colombia,Medium,19,2,7.28,7.45,7.37,7.42,7.36,7.74,44.62,Premium
ROASTER_04_B0079_S2,ROASTER_04,79,2024-01-13 06:00:00,Colombia,Medium,19,2,7.45,7.48,7.09,7.03,6.85,8.27,44.17,Premium
ROASTER_04_B0079_S3,ROASTER_04,79,2024-01-13 06:00:00,Colombia,Medium,19,2,6.74,7.54,7.48,7.02,7.17,8.53,44.48,Premium
ROASTER_04_B0079_S4,ROASTER_04,79,2024-01-13 06:00:00,Colombia,Medium,19,2,6.64,8.1,7.58,6.84,6.63,8.23,44.02,Premium
ROASTER_04_B0079_S5,ROASTER_04,79,2024-01-13 06:00:00,Colombia,Medium,19,2,6.86,7.49,7.91,7.32,7.52,8.09,45.19,Premium
ROASTER_04_B0080_S1,ROASTER_04,80,2024-01-13 08:00:00,Brazil,Medium,20,2,6.8,8.08,6.6,6.45,7.09,8.02,43.04,Premium
ROASTER_04_B0080_S2,ROASTER_04,80,2024-01-13 08:00:00,Brazil,Medium,20,2,6.9,7.48,8.15,7.12,7.3,6.9,43.85,Premium
ROASTER_04_B0080_S3,ROASTER_04,80,2024-01-13 08:00:00,Brazil,Medium,20,2,6.75,7.76,7.21,7.45,6.73,7.37,43.27,Premium
ROASTER_04_B0080_S4,ROASTER_04,80,2024-01-13 08:00:00,Brazil,Medium,20,2,6.46,7.5,6.7,6.63,6.92,8.19,42.4,Premium
ROASTER_04_B0080_S5,ROASTER_04,80,2024-01-13 08:00:00,Brazil,Medium,20,2,6.84,7.28,7.01,6.51,7.06,7.82,42.52,Premium
ROASTER_04_B0081_S1,ROASTER_04,81,2024-01-13 13:00:00,Guatemala,Dark,21,2,7.63,7.34,7.22,6.95,7.85,7.11,44.1,Premium
ROASTER_04_B0081_S2,ROASTER_04,81,2024-01-13 13:00:00,Guatemala,Dark,21,2,6.9,7.66,7.33,6.7,6.84,7.66,43.09,Premium
ROASTER_04_B0081_S3,ROASTER_04,81,2024-01-13 13:00:00,Guatemala,Dark,21,2,6.64,7.51,7.33,6.25,7.51,7.67,42.91,Premium
ROASTER_04_B0081_S4,ROASTER_04,81,2024-01-13 13:00:00,Guatemala,Dark,21,2,6.19,7.25,7.28,6.84,7.45,7.74,42.75,Premium
ROASTER_04_B0081_S5,ROASTER_04,81,2024-01-13 13:00:00,Guatemala,Dark,21,2,6.77,7.85,7.27,6.38,7.63,7.92,43.82,Premium
ROASTER_04_B0082_S1,ROASTER_04,82,2024-01-13 15:00:00,Guatemala,Medium,22,2,7.15,7.51,7.7,7.32,7.08,8.76,45.52,Premium
ROASTER_04_B0082_S2,ROASTER_04,82,2024-01-13 15:00:00,Guatemala,Medium,22,2,6.75,7.59,7.2,7.19,7.43,7.82,43.98,Premium
ROASTER_04_B0082_S3,ROASTER_04,82,2024-01-13 15:00:00,Guatemala,Medium,22,2,7.31,7.78,6.83,6.74,6.55,7.78,42.99,Premium
ROASTER_04_B0082_S4,ROASTER_04,82,2024-01-13 15:00:00,Guatemala,Medium,22,2,6.88,7.34,7.78,7.53,6.92,8.15,44.6,Premium
ROASTER_04_B0082_S5,ROASTER_04,82,2024-01-13 15:00:00,Guatemala,Medium,22,2,7.1,7.61,7.35,6.86,7.51,8.41,44.84,Premium
ROASTER_04_B0083_S1,ROASTER_04,83,2024-01-13 18:00:00,Kenya,Medium,23,2,7.91,7.89,7.7,7.21,7.27,7.35,45.33,Premium
ROASTER_04_B0083_S2,ROASTER_04,83,2024-01-13 18:00:00,Kenya,Medium,23,2,7.27,7.36,7.23,6.97,7.39,7.42,43.64,Premium
ROASTER_04_B0083_S3,ROASTER_04,83,2024-01-13 18:00:00,Kenya,Medium,23,2,6.32,7.58,7.58,7.67,7.08,8.14,44.37,Premium
ROASTER_04_B0083_S4,ROASTER_04,83,2024-01-13 18:00:00,Kenya,Medium,23,2,6.0,7.89,6.63,7.26,7.49,7.75,43.02,Premium
ROASTER_04_B0083_S5,ROASTER_04,83,2024-01-13 18:00:00,Kenya,Medium,23,2,6.73,8.46,6.59,7.69,7.59,7.8,44.86,Premium
ROASTER_04_B0084_S1,ROASTER_04,84,2024-01-13 21:00:00,Guatemala,Light,24,2,7.75,7.51,6.74,7.01,6.82,8.05,43.88,Premium
ROASTER_04_B0084_S2,ROASTER_04,84,2024-01-13 21:00:00,Guatemala,Light,24,2,6.82,7.65,6.94,7.48,7.78,7.83,44.5,Premium
ROASTER_04_B0084_S3,ROASTER_04,84,2024-01-13 21:00:00,Guatemala,Light,24,2,6.48,7.61,6.94,7.85,6.69,7.5,43.07,Premium
ROASTER_04_B0084_S4,ROASTER_04,84,2024-01-13 21:00:00,Guatemala,Light,24,2,6.85,7.92,7.31,7.54,6.99,8.49,45.1,Premium
ROASTER_04_B0084_S5,ROASTER_04,84,2024-01-13 21:00:00,Guatemala,Light,24,2,6.84,7.27,7.21,7.54,6.76,8.13,43.75,Premium
ROASTER_04_B0085_S1,ROASTER_04,85,2024-01-13 23:00:00,Colombia,Dark,25,2,7.09,7.66,7.04,6.55,7.91,8.65,44.9,Premium
ROASTER_04_B0085_S2,ROASTER_04,85,2024-01-13 23:00:00,Colombia,Dark,25,2,7.13,6.56,6.82,5.58,7.62,7.2,40.91,Commercial
ROASTER_04_B0085_S3,ROASTER_04,85,2024-01-13 23:00:00,Colombia,Dark,25,2,6.86,7.55,7.39,6.48,7.01,7.55,42.84,Premium
ROASTER_04_B0085_S4,ROASTER_04,85,2024-01-13 23:00:00,Colombia,Dark,25,2,7.13,7.27,7.15,6.46,7.45,8.08,43.54,Premium
ROASTER_04_B0085_S5,ROASTER_04,85,2024-01-13 23:00:00,Colombia,Dark,25,2,7.09,7.36,7.38,6.3,6.97,7.7,42.8,Premium
ROASTER_04_B0086_S1,ROASTER_04,86,2024-01-14 03:00:00,Kenya,Espresso,26,2,7.08,7.77,7.52,7.0,7.63,7.57,44.57,Premium
ROASTER_04_B0086_S2,ROASTER_04,86,2024-01-14 03:00:00,Kenya,Espresso,26,2,7.45,7.57,7.11,6.6,7.57,8.09,44.39,Premium
ROASTER_04_B0086_S3,ROASTER_04,86,2024-01-14 03:00:00,Kenya,Espresso,26,2,7.42,7.44,7.13,6.28,7.72,7.73,43.72,Premium
ROASTER_04_B0086_S4,ROASTER_04,86,2024-01-14 03:00:00,Kenya,Espresso,26,2,7.15,7.29,7.13,6.97,7.48,7.47,43.49,Premium
ROASTER_04_B0086_S5,ROASTER_04,86,2024-01-14 03:00:00,Kenya,Espresso,26,2,6.38,7.23,7.53,6.83,7.47,7.84,43.28,Premium
ROASTER_04_B0087_S1,ROASTER_04,87,2024-01-14 05:00:00,Brazil,Medium,27,2,6.95,7.56,7.21,6.63,6.57,7.55,42.47,Premium
ROASTER_04_B0087_S2,ROASTER_04,87,2024-01-14 05:00:00,Brazil,Medium,27,2,6.97,7.43,7.64,6.7,7.56,7.94,44.24,Premium
ROASTER_04_B0087_S3,ROASTER_04,87,2024-01-14 05:00:00,Brazil,Medium,27,2,6.96,7.03,6.15,6.82,6.97,8.07,42.0,Premium
ROASTER_04_B0087_S4,ROASTER_04,87,2024-01-14 05:00:00,Brazil,Medium,27,2,6.91,7.42,6.87,6.59,6.7,7.32,41.81,Commercial
ROASTER_04_B0087_S5,ROASTER_04,87,2024-01-14 05:00:00,Brazil,Medium,27,2,6.85,7.47,6.19,7.35,7.01,8.31,43.18,Premium
ROASTER_04_B0088_S1,ROASTER_04,88,2024-01-14 10:00:00,Colombia,Dark,28,2,7.37,7.29,6.71,5.87,7.73,7.32,42.29,Premium
ROASTER_04_B0088_S2,ROASTER_04,88,2024-01-14 10:00:00,Colombia,Dark,28,2,6.89,7.65,6.92,6.83,7.22,8.45,43.96,Premium
ROASTER_04_B0088_S3,ROASTER_04,88,2024-01-14 10:00:00,Colombia,Dark,28,2,7.63,7.29,6.66,6.97,7.9,8.0,44.45,Premium
ROASTER_04_B0088_S4,ROASTER_04,88,2024-01-14 10:00:00,Colombia,Dark,28,2,7.33,7.65,6.41,7.11,8.1,6.94,43.54,Premium
ROASTER_04_B0088_S5,ROASTER_04,88,2024-01-14 10:00:00,Colombia,Dark,28,2,6.54,7.7,7.7,6.39,8.02,8.06,44.41,Premium
ROASTER_04_B0089_S1,ROASTER_04,89,2024-01-14 12:00:00,Ethiopia,Dark,29,2,6.93,7.76,6.44,6.88,7.81,8.34,44.16,Premium
ROASTER_04_B0089_S2,ROASTER_04,89,2024-01-14 12:00:00,Ethiopia,Dark,29,2,7.47,7.46,6.74,7.14,7.44,7.76,44.01,Premium
ROASTER_04_B0089_S3,ROASTER_04,89,2024-01-14 12:00:00,Ethiopia,Dark,29,2,7.0,7.89,7.36,6.73,7.94,8.27,45.19,Premium
ROASTER_04_B0089_S4,ROASTER_04,89,2024-01-14 12:00:00,Ethiopia,Dark,29,2,6.94,8.13,7.66,5.95,7.7,7.85,44.23,Premium
ROASTER_04_B0089_S5,ROASTER_04,89,2024-01-14 12:00:00,Ethiopia,Dark,29,2,7.15,8.07,7.09,6.16,8.04,8.12,44.63,Premium
ROASTER_04_B0090_S1,ROASTER_04,90,2024-01-14 14:00:00,Ethiopia,Espresso,30,3,7.42,7.19,6.71,7.71,8.12,7.59,44.74,Premium
ROASTER_04_B0090_S2,ROASTER_04,90,2024-01-14 14:00:00,Ethiopia,Espresso,30,3,6.94,7.9,6.57,7.49,7.92,7.97,44.79,Premium
ROASTER_04_B0090_S3,ROASTER_04,90,2024-01-14 14:00:00,Ethiopia,Espresso,30,3,7.37,7.91,7.46,7.65,8.05,8.53,46.97,Premium
ROASTER_04_B0090_S4,ROASTER_04,90,2024-01-14 14:00:00,Ethiopia,Espresso,30,3,6.94,8.02,7.74,7.07,7.49,7.57,44.83,Premium
ROASTER_04_B0090_S5,ROASTER_04,90,2024-01-14 14:00:00,Ethiopia,Espresso,30,3,7.32,7.63,6.74,6.75,8.18,7.51,44.13,Premium
ROASTER_04_B0091_S1,ROASTER_04,91,2024-01-14 17:00:00,Guatemala,Espresso,1,3,7.02,7.19,7.43,7.25,7.15,7.76,43.8,Premium
ROASTER_04_B0091_S2,ROASTER_04,91,2024-01-14 17:00:00,Guatemala,Espresso,1,3,6.92,8.0,7.32,6.55,7.71,7.91,44.41,Premium
ROASTER_04_B0091_S3,ROASTER_04,91,2024-01-14 17:00:00,Guatemala,Espresso,1,3,6.99,7.46,7.42,6.95,6.95,8.03,43.8,Premium
ROASTER_04_B0091_S4,ROASTER_04,91,2024-01-14 17:00:00,Guatemala,Espresso,1,3,6.58,7.76,6.93,6.68,7.5,7.65,43.1,Premium
ROASTER_04_B0091_S5,ROASTER_04,91,2024-01-14 17:00:00,Guatemala,Espresso,1,3,7.39,7.2,7.29,7.28,7.18,8.1,44.44,Premium
ROASTER_04_B0092_S1,ROASTER_04,92,2024-01-14 22:00:00,Kenya,Medium,2,3,7.1,7.3,7.65,7.03,6.93,8.37,44.38,Premium
ROASTER_04_B0092_S2,ROASTER_04,92,2024-01-14 22:00:00,Kenya,Medium,2,3,6.99,8.0,7.48,7.67,7.48,8.6,46.22,Premium
ROASTER_04_B0092_S3,ROASTER_04,92,2024-01-14 22:00:00,Kenya,Medium,2,3,7.04,7.27,7.44,6.96,7.53,8.61,44.85,Premium
ROASTER_04_B0092_S4,ROASTER_04,92,2024-01-14 22:00:00,Kenya,Medium,2,3,7.35,8.44,7.21,7.11,7.37,7.61,45.09,Premium
ROASTER_04_B0092_S5,ROASTER_04,92,2024-01-14 22:00:00,Kenya,Medium,2,3,7.76,7.56,7.67,7.69,7.08,8.31,46.07,Premium
ROASTER_04_B0093_S1,ROASTER_04,93,2024-01-15 00:00:00,Guatemala,Espresso,3,3,7.34,7.1,6.57,6.9,7.86,7.73,43.5,Premium
ROASTER_04_B0093_S2,ROASTER_04,93,2024-01-15 00:00:00,Guatemala,Espresso,3,3,6.54,6.83,6.4,6.57,8.27,7.83,42.44,Premium
ROASTER_04_B0093_S3,ROASTER_04,93,2024-01-15 00:00:00,Guatemala,Espresso,3,3,7.0,7.23,6.93,6.71,7.29,7.27,42.43,Premium
ROASTER_04_B0093_S4,ROASTER_04,93,2024-01-15 00:00:00,Guatemala,Espresso,3,3,6.95,7.42,6.81,6.96,7.45,7.51,43.1,Premium
ROASTER_04_B0093_S5,ROASTER_04,93,2024-01-15 00:00:00,Guatemala,Espresso,3,3,6.43,8.14,6.61,6.81,7.9,7.15,43.04,Premium
ROASTER_04_B0094_S1,ROASTER_04,94,2024-01-15 04:00:00,Guatemala,Medium,4,3,6.72,7.48,7.25,6.96,6.54,7.42,42.37,Premium
ROASTER_04_B0094_S2,ROASTER_04,94,2024-01-15 04:00:00,Guatemala,Medium,4,3,7.6,7.49,7.36,7.47,7.22,8.44,45.58,Premium
ROASTER_04_B0094_S3,ROASTER_04,94,2024-01-15 04:00:00,Guatemala,Medium,4,3,6.59,7.95,6.41,7.18,6.66,8.1,42.89,Premium
ROASTER_04_B0094_S4,ROASTER_04,94,2024-01-15 04:00:00,Guatemala,Medium,4,3,7.02,7.69,7.0,6.96,6.95,8.43,44.05,Premium
ROASTER_04_B0094_S5,ROASTER_04,94,2024-01-15 04:00:00,Guatemala,Medium,4,3,7.31,7.12,6.4,6.5,6.91,8.04,42.28,Premium
ROASTER_04_B0095_S1,ROASTER_04,95,2024-01-15 05:00:00,Kenya,Espresso,5,3,6.87,7.91,7.0,6.98,8.03,7.62,44.41,Premium
ROASTER_04_B0095_S2,ROASTER_04,95,2024-01-15 05:00:00,Kenya,Espresso,5,3,6.97,6.94,6.63,7.32,6.93,7.93,42.72,Premium
ROASTER_04_B0095_S3,ROASTER_04,95,2024-01-15 05:00:00,Kenya,Espresso,5,3,7.06,7.15,7.62,6.88,7.8,7.89,44.4,Premium
ROASTER_04_B0095_S4,ROASTER_04,95,2024-01-15 05:00:00,Kenya,Espresso,5,3,7.84,6.86,6.87,6.98,7.83,7.43,43.81,Premium
ROASTER_04_B0095_S5,ROASTER_04,95,2024-01-15 05:00:00,Kenya,Espresso,5,3,7.7,7.69,7.82,7.04,7.22,8.23,45.7,Premium
ROASTER_04_B0096_S1,ROASTER_04,96,2024-01-15 08:00:00,Guatemala,Espresso,6,3,6.82,7.8,6.88,6.82,6.95,7.8,43.07,Premium
ROASTER_04_B0096_S2,ROASTER_04,96,2024-01-15 08:00:00,Guatemala,Espresso,6,3,7.58,7.61,7.38,7.3,8.1,6.88,44.85,Premium
ROASTER_04_B0096_S3,ROASTER_04,96,2024-01-15 08:00:00,Guatemala,Espresso,6,3,6.64,7.97,7.17,7.65,7.81,8.07,45.31,Premium
ROASTER_04_B0096_S4,ROASTER_04,96,2024-01-15 08:00:00,Guatemala,Espresso,6,3,7.35,7.42,7.23,6.87,7.62,8.24,44.73,Premium
ROASTER_04_B0096_S5,ROASTER_04,96,2024-01-15 08:00:00,Guatemala,Espresso,6,3,7.73,7.27,7.46,7.05,7.36,8.03,44.9,Premium
ROASTER_04_B0097_S1,ROASTER_04,97,2024-01-15 13:00:00,Guatemala,Dark,7,3,7.08,7.12,6.94,6.53,7.45,7.52,42.64,Premium
ROASTER_04_B0097_S2,ROASTER_04,97,2024-01-15 13:00:00,Guatemala,Dark,7,3,6.77,7.48,6.64,6.8,7.57,7.48,42.74,Premium
ROASTER_04_B0097_S3,ROASTER_04,97,2024-01-15 13:00:00,Guatemala,Dark,7,3,6.44,7.69,7.65,6.49,7.27,7.79,43.33,Premium
ROASTER_04_B0097_S4,ROASTER_04,97,2024-01-15 13:00:00,Guatemala,Dark,7,3,7.06,7.56,6.65,6.76,7.17,7.41,42.61,Premium
ROASTER_04_B0097_S5,ROASTER_04,97,2024-01-15 13:00:00,Guatemala,Dark,7,3,6.3,7.35,6.77,6.09,7.81,7.69,42.01,Premium
ROASTER_04_B0098_S1,ROASTER_04,98,2024-01-15 15:00:00,Guatemala,Light,8,3,6.78,7.05,7.01,8.32,6.47,7.99,43.62,Premium
ROASTER_04_B0098_S2,ROASTER_04,98,2024-01-15 15:00:00,Guatemala,Light,8,3,6.86,7.18,7.19,7.47,6.8,7.51,43.01,Premium
ROASTER_04_B0098_S3,ROASTER_04,98,2024-01-15 15:00:00,Guatemala,Light,8,3,6.51,7.25,7.31,7.0,7.23,8.02,43.32,Premium
ROASTER_04_B0098_S4,ROASTER_04,98,2024-01-15 15:00:00,Guatemala,Light,8,3,7.77,7.11,7.25,7.69,6.63,7.23,43.68,Premium
ROASTER_04_B0098_S5,ROASTER_04,98,2024-01-15 15:00:00,Guatemala,Light,8,3,7.69,7.8,6.74,7.39,7.16,8.22,45.0,Premium
ROASTER_04_B0099_S1,ROASTER_04,99,2024-01-15 19:00:00,Ethiopia,Medium,9,3,7.33,7.69,6.95,7.08,7.13,8.42,44.6,Premium
ROASTER_04_B0099_S2,ROASTER_04,99,2024-01-15 19:00:00,Ethiopia,Medium,9,3,7.1,7.17,7.14,6.89,7.21,8.04,43.55,Premium
ROASTER_04_B0099_S3,ROASTER_04,99,2024-01-15 19:00:00,Ethiopia,Medium,9,3,6.95,8.13,6.42,6.35,7.07,8.62,43.54,Premium
ROASTER_04_B0099_S4,ROASTER_04,99,2024-01-15 19:00:00,Ethiopia,Medium,9,3,6.84,7.47,7.43,6.64,7.07,7.95,43.4,Premium
ROASTER_04_B0099_S5,ROASTER_04,99,2024-01-15 19:00:00,Ethiopia,Medium,9,3,7.22,7.47,7.54,6.56,7.57,8.24,44.6,Premium
ROASTER_04_B0100_S1,ROASTER_04,100,2024-01-15 21:00:00,Guatemala,Medium,10,3,7.36,7.78,7.17,6.62,7.15,8.05,44.13,Premium
ROASTER_04_B0100_S2,ROASTER_04,100,2024-01-15 21:00:00,Guatemala,Medium,10,3,7.32,7.32,6.92,7.01,6.72,8.72,44.01,Premium
ROASTER_04_B0100_S3,ROASTER_04,100,2024-01-15 21:00:00,Guatemala,Medium,10,3,6.52,7.38,6.47,7.2,6.69,7.76,42.02,Premium
ROASTER_04_B0100_S4,ROASTER_04,100,2024-01-15 21:00:00,Guatemala,Medium,10,3,7.01,7.85,7.22,7.45,7.91,8.03,45.47,Premium
ROASTER_04_B0100_S5,ROASTER_04,100,2024-01-15 21:00:00,Guatemala,Medium,10,3,6.83,7.36,6.82,6.73,7.26,7.86,42.86,Premium
ROASTER_04_B0101_S1,ROASTER_04,101,2024-01-16 01:00:00,Kenya,Medium,11,3,6.93,7.25,7.12,7.47,7.03,8.63,44.43,Premium
ROASTER_04_B0101_S2,ROASTER_04,101,2024-01-16 01:00:00,Kenya,Medium,11,3,7.47,7.89,6.49,6.74,7.09,8.45,44.13,Premium
ROASTER_04_B0101_S3,ROASTER_04,101,2024-01-16 01:00:00,Kenya,Medium,11,3,7.32,7.85,6.87,6.99,6.86,8.16,44.05,Premium
ROASTER_04_B0101_S4,ROASTER_04,101,2024-01-16 01:00:00,Kenya,Medium,11,3,7.31,7.83,7.14,7.59,7.36,8.03,45.26,Premium
ROASTER_04_B0101_S5,ROASTER_04,101,2024-01-16 01:00:00,Kenya,Medium,11,3,7.1,7.74,6.59,7.4,7.54,8.29,44.66,Premium
ROASTER_04_B0102_S1,ROASTER_04,102,2024-01-16 04:00:00,Colombia,Medium,12,3,7.37,7.93,6.98,6.58,6.46,8.22,43.54,Premium
ROASTER_04_B0102_S2,ROASTER_04,102,2024-01-16 04:00:00,Colombia,Medium,12,3,7.73,6.88,7.47,6.63,6.85,7.9,43.46,Premium
ROASTER_04_B0102_S3,ROASTER_04,102,2024-01-16 04:00:00,Colombia,Medium,12,3,7.5,7.01,7.12,7.4,7.38,7.99,44.4,Premium
ROASTER_04_B0102_S4,ROASTER_04,102,2024-01-16 04:00:00,Colombia,Medium,12,3,7.2,7.83,6.99,6.9,7.54,7.45,43.91,Premium
ROASTER_04_B0102_S5,ROASTER_04,102,2024-01-16 04:00:00,Colombia,Medium,12,3,7.2,7.17,6.29,6.97,7.37,8.01,43.01,Premium
ROASTER_04_B0103_S1,ROASTER_04,103,2024-01-16 05:00:00,Guatemala,Medium,13,3,7.25,7.03,6.61,6.61,6.83,7.72,42.05,Premium
ROASTER_04_B0103_S2,ROASTER_04,103,2024-01-16 05:00:00,Guatemala,Medium,13,3,7.27,7.89,6.66,6.63,7.43,7.69,43.57,Premium
ROASTER_04_B0103_S3,ROASTER_04,103,2024-01-16 05:00:00,Guatemala,Medium,13,3,6.92,7.33,6.76,7.05,7.39,7.26,42.71,Premium
ROASTER_04_B0103_S4,ROASTER_04,103,2024-01-16 05:00:00,Guatemala,Medium,13,3,6.97,7.78,6.76,6.86,7.53,7.58,43.48,Premium
ROASTER_04_B0103_S5,ROASTER_04,103,2024-01-16 05:00:00,Guatemala,Medium,13,3,6.83,8.41,6.28,6.44,6.71,7.73,42.4,Premium
ROASTER_04_B0104_S1,ROASTER_04,104,2024-01-16 09:00:00,Brazil,Medium,14,3,7.03,6.39,7.17,7.13,6.82,7.23,41.77,Commercial
ROASTER_04_B0104_S2,ROASTER_04,104,2024-01-16 09:00:00,Brazil,Medium,14,3,6.32,7.78,7.16,6.79,6.72,8.51,43.28,Premium
ROASTER_04_B0104_S3,ROASTER_04,104,2024-01-16 09:00:00,Brazil,Medium,14,3,7.02,7.28,7.04,6.56,7.22,7.67,42.79,Premium
ROASTER_04_B0104_S4,ROASTER_04,104,2024-01-16 09:00:00,Brazil,Medium,14,3,6.94,6.89,6.12,7.02,7.18,8.14,42.29,Premium
ROASTER_04_B0104_S5,ROASTER_04,104,2024-01-16 09:00:00,Brazil,Medium,14,3,7.22,7.68,6.96,7.37,7.18,8.08,44.49,Premium
ROASTER_04_B0105_S1,ROASTER_04,105,2024-01-16 13:00:00,Brazil,Dark,15,3,7.02,7.36,6.67,6.84,7.32,7.8,43.01,Premium
ROASTER_04_B0105_S2,ROASTER_04,105,2024-01-16 13:00:00,Brazil,Dark,15,3,6.81,7.26,6.62,6.66,7.52,7.25,42.12,Premium
ROASTER_04_B0105_S3,ROASTER_04,105,2024-01-16 13:00:00,Brazil,Dark,15,3,6.86,7.31,7.34,6.68,7.83,7.73,43.75,Premium
ROASTER_04_B0105_S4,ROASTER_04,105,2024-01-16 13:00:00,Brazil,Dark,15,3,6.52,7.48,7.19,6.21,7.41,7.12,41.93,Commercial
ROASTER_04_B0105_S5,ROASTER_04,105,2024-01-16 13:00:00,Brazil,Dark,15,3,6.97,7.21,6.45,7.16,7.14,7.79,42.72,Premium
ROASTER_04_B0106_S1,ROASTER_04,106,2024-01-16 14:00:00,Kenya,Espresso,16,3,7.46,7.63,6.37,6.99,8.13,7.68,44.26,Premium
ROASTER_04_B0106_S2,ROASTER_04,106,2024-01-16 14:00:00,Kenya,Espresso,16,3,7.51,7.83,7.08,6.82,7.54,7.77,44.55,Premium
ROASTER_04_B0106_S3,ROASTER_04,106,2024-01-16 14:00:00,Kenya,Espresso,16,3,6.45,7.27,6.95,5.98,7.42,7.45,41.52,Commercial
ROASTER_04_B0106_S4,ROASTER_04,106,2024-01-16 14:00:00,Kenya,Espresso,16,3,7.22,7.31,7.63,7.22,7.59,8.05,45.02,Premium
ROASTER_04_B0106_S5,ROASTER_04,106,2024-01-16 14:00:00,Kenya,Espresso,16,3,6.81,7.39,7.45,7.46,7.8,7.89,44.8,Premium
ROASTER_04_B0107_S1,ROASTER_04,107,2024-01-16 17:00:00,Guatemala,Espresso,17,3,7.27,7.07,6.72,6.57,7.47,7.8,42.9,Premium
ROASTER_04_B0107_S2,ROASTER_04,107,2024-01-16 17:00:00,Guatemala,Espresso,17,3,6.82,7.93,7.1,7.54,7.44,7.27,44.1,Premium
ROASTER_04_B0107_S3,ROASTER_04,107,2024-01-16 17:00:00,Guatemala,Espresso,17,3,7.51,7.59,7.43,6.71,7.25,7.78,44.27,Premium
ROASTER_04_B0107_S4,ROASTER_04,107,2024-01-16 17:00:00,Guatemala,Espresso,17,3,6.66,7.35,6.96,6.42,7.58,7.51,42.48,Premium
ROASTER_04_B0107_S5,ROASTER_04,107,2024-01-16 17:00:00,Guatemala,Espresso,17,3,7.66,7.59,6.74,6.12,7.37,7.42,42.9,Premium
ROASTER_04_B0108_S1,ROASTER_04,108,2024-01-16 21:00:00,Brazil,Espresso,18,3,6.93,6.97,7.02,6.51,7.35,6.96,41.74,Commercial
ROASTER_04_B0108_S2,ROASTER_04,108,2024-01-16 21:00:00,Brazil,Espresso,18,3,6.6,7.1,6.97,6.56,7.44,7.73,42.4,Premium
ROASTER_04_B0108_S3,ROASTER_04,108,2024-01-16 21:00:00,Brazil,Espresso,18,3,7.16,7.05,6.91,6.98,7.51,7.73,43.34,Premium
ROASTER_04_B0108_S4,ROASTER_04,108,2024-01-16 21:00:00,Brazil,Espresso,18,3,7.26,7.54,7.46,7.05,7.59,7.95,44.85,Premium
ROASTER_04_B0108_S5,ROASTER_04,108,2024-01-16 21:00:00,Brazil,Espresso,18,3,6.71,6.93,6.16,6.43,7.09,7.66,40.98,Commercial
ROASTER_04_B0109_S1,ROASTER_04,109,2024-01-16 23:00:00,Ethiopia,Espresso,19,3,7.26,7.23,7.36,6.26,7.38,7.35,42.84,Premium
ROASTER_04_B0109_S2,ROASTER_04,109,2024-01-16 23:00:00,Ethiopia,Espresso,19,3,7.24,6.95,7.25,6.91,7.63,7.2,43.18,Premium
ROASTER_04_B0109_S3,ROASTER_04,109,2024-01-16 23:00:00,Ethiopia,Espresso,19,3,7.15,7.32,7.17,7.1,7.75,7.87,44.36,Premium
ROASTER_04_B0109_S4,ROASTER_04,109,2024-01-16 23:00:00,Ethiopia,Espresso,19,3,6.92,7.68,7.39,6.61,7.61,8.18,44.39,Premium
ROASTER_04_B0109_S5,ROASTER_04,109,2024-01-16 23:00:00,Ethiopia,Espresso,19,3,6.78,8.03,8.05,6.85,7.99,8.07,45.77,Premium
ROASTER_04_B0110_S1,ROASTER_04,110,2024-01-17 03:00:00,Ethiopia,Espresso,20,3,7.26,7.49,6.55,6.22,7.9,7.54,42.96,Premium
